"county","srprec","addist","cddist","sddist","bedist","TOTREG","DEMREG","REPREG","AIPREG","GRNREG","LIBREG","NLPREG","REFREG","DCLREG","MSCREG","TOTVOTE","DEMVOTE","REPVOTE","AIPVOTE","GRNVOTE","LIBVOTE","NLPVOTE","REFVOTE","DCLVOTE","MSCVOTE","PRCVOTE","ABSVOTE","ASSAIP01","ASSDEM01","ASSDEM02","ASSREP01","ASSREP02","CNGDEM01","CNGDEM02","CNGIND01","CNGREP01","CNGREP02","PRSAIP01","PRSDEM01","PRSGRN01","PRSLIB01","PRSPAF01","PRSREP01","PR_2_N","PR_2_Y","PR_32_N","PR_32_Y","PR_33_N","PR_33_Y","PR_34_N","PR_34_Y","PR_35_N","PR_35_Y","PR_36_N","PR_36_Y","PR_3_N","PR_3_Y","PR_4_N","PR_4_Y","PR_5_N","PR_5_Y","PR_6_N","PR_6_Y","SENDEM01","SENDEM02","SENREP01","SENREP02","USPDEM01","USPREP01","USSDEM01","USSREP01"
"38","1101","19","11","11","2","881","0","0","0","0","0","0","0","0","0","660","0","0","0","0","0","0","0","0","0","0","0","0","218","308","0","0","432","0","0","157","0","23","461","12","2","7","135","221","387","231","378","358","252","293","290","134","464","195","411","168","445","200","406","315","284","264","322","426","0","159","0","451","128","463","123"
"38","1102","19","11","11","2","904","0","0","0","0","0","0","0","0","0","621","0","0","0","0","0","0","0","0","0","0","0","0","204","267","0","0","347","0","0","196","0","14","373","9","1","10","180","204","368","218","355","325","227","256","284","134","405","157","404","201","363","181","390","282","279","251","299","357","0","173","0","358","160","365","165"
"38","1103","19","11","11","2","107","0","0","0","0","0","0","0","0","0","82","0","0","0","0","0","0","0","0","0","0","0","0","29","40","0","0","46","0","0","30","0","3","54","1","1","0","20","27","50","35","40","38","35","37","35","26","49","19","58","22","52","29","48","42","33","34","41","49","0","28","0","52","23","53","25"
"38","1104","19","15","11","2","1209","0","0","0","0","0","0","0","0","0","931","0","0","0","0","0","0","0","0","0","0","0","0","284","487","0","0","635","0","0","160","0","7","714","12","3","9","165","221","649","257","617","519","344","403","424","165","693","289","582","171","707","194","670","375","481","310","545","633","0","200","0","697","149","697","152"
"38","1105","19","15","11","2","1096","0","0","0","0","0","0","0","0","0","776","0","0","0","0","0","0","0","0","0","0","0","0","284","337","0","0","459","0","0","198","0","9","532","15","1","9","188","245","488","257","474","435","292","352","349","172","537","233","491","227","504","226","501","329","395","307","408","516","0","182","0","524","168","536","175"
"38","1106","19","15","11","2","982","0","0","0","0","0","0","0","0","0","638","0","0","0","0","0","0","0","0","0","0","0","0","267","245","0","0","352","0","0","179","0","12","410","8","3","7","178","196","401","186","415","335","262","261","306","134","439","189","397","182","408","191","403","272","314","244","336","403","0","168","0","400","150","409","150"
"38","1107","19","15","11","2","1067","0","0","0","0","0","0","0","0","0","721","0","0","0","0","0","0","0","0","0","0","0","0","292","281","0","0","408","0","0","218","0","7","461","3","3","7","225","230","445","228","435","385","283","294","354","158","496","150","523","241","430","190","479","331","330","343","307","420","0","229","0","445","197","449","210"
"38","1108","19","11","11","2","1280","0","0","0","0","0","0","0","0","0","930","0","0","0","0","0","0","0","0","0","0","0","0","372","371","0","0","602","0","0","239","0","10","631","24","1","13","226","260","593","293","562","466","387","428","405","157","679","285","578","250","604","242","608","379","483","359","477","597","0","212","0","593","216","618","217"
"38","1109","19","15","11","2","987","0","0","0","0","0","0","0","0","0","726","0","0","0","0","0","0","0","0","0","0","0","0","254","332","0","0","440","0","0","190","0","6","506","11","4","4","181","201","471","241","444","421","254","299","346","131","528","199","468","176","510","196","481","330","338","291","372","455","0","181","0","486","159","488","160"
"38","1111","19","15","11","2","839","0","0","0","0","0","0","0","0","0","562","0","0","0","0","0","0","0","0","0","0","0","0","219","232","0","0","332","0","0","140","0","4","373","8","1","4","153","158","371","185","340","281","241","220","274","101","407","158","350","173","353","150","373","204","310","211","305","344","0","156","0","350","142","368","142"
"38","1112","19","15","11","2","992","0","0","0","0","0","0","0","0","0","687","0","0","0","0","0","0","0","0","0","0","0","0","255","264","0","0","399","0","0","168","0","11","445","14","2","8","186","190","449","203","434","352","268","318","284","133","480","205","422","170","461","162","476","292","337","270","348","404","0","185","0","426","155","429","157"
"38","1113","19","15","11","2","1109","0","0","0","0","0","0","0","0","0","777","0","0","0","0","0","0","0","0","0","0","0","0","286","346","0","0","481","0","0","189","0","16","529","12","3","5","204","260","463","246","472","403","299","367","322","165","534","218","498","228","493","232","489","357","353","331","373","482","0","201","0","513","175","522","174"
"38","1114","19","15","11","2","842","0","0","0","0","0","0","0","0","0","536","0","0","0","0","0","0","0","0","0","0","0","0","228","203","0","0","280","0","0","178","0","7","327","6","1","7","175","178","323","181","320","296","199","208","270","115","366","122","380","184","314","163","337","234","257","245","235","315","0","162","0","318","156","317","164"
"38","1115","19","15","11","2","975","0","0","0","0","0","0","0","0","0","617","0","0","0","0","0","0","0","0","0","0","0","0","286","221","0","0","349","0","0","191","0","10","392","3","1","6","190","172","397","174","389","292","266","249","296","115","446","134","438","191","380","161","407","244","315","251","298","374","0","177","0","385","165","374","175"
"38","1116","19","11","11","2","67","0","0","0","0","0","0","0","0","0","36","0","0","0","0","0","0","0","0","0","0","0","0","14","18","0","0","20","0","0","14","0","0","23","0","0","1","12","9","28","13","23","17","20","16","21","6","30","12","25","13","24","11","26","13","24","20","17","20","0","13","0","20","13","20","12"
"38","1117","19","15","11","2","980","0","0","0","0","0","0","0","0","0","714","0","0","0","0","0","0","0","0","0","0","0","0","278","295","0","0","427","0","0","175","0","14","483","13","0","9","176","208","461","219","453","353","304","298","347","123","526","195","465","211","457","177","491","276","387","290","367","435","0","185","0","476","152","480","159"
"38","1118","19","15","11","2","1174","0","0","0","0","0","0","0","0","0","821","0","0","0","0","0","0","0","0","0","0","0","0","279","378","0","0","517","0","0","181","0","4","554","7","4","3","227","215","544","233","538","407","357","396","339","135","598","267","495","236","529","211","551","300","448","307","435","518","0","214","0","552","177","551","188"
"38","1119","19","15","11","2","878","0","0","0","0","0","0","0","0","0","635","0","0","0","0","0","0","0","0","0","0","0","0","266","241","0","0","342","0","0","186","0","13","375","14","1","5","200","242","337","243","337","342","230","280","272","155","411","149","444","194","395","205","376","329","247","297","270","346","0","178","0","363","169","369","173"
"38","1121","19","15","11","2","1074","0","0","0","0","0","0","0","0","0","705","0","0","0","0","0","0","0","0","0","0","0","0","223","327","0","0","396","0","0","197","0","7","458","5","3","5","211","230","429","213","449","378","270","272","365","113","529","152","500","210","443","186","463","291","356","285","356","432","0","179","0","450","167","448","177"
"38","1122","19","15","11","2","835","0","0","0","0","0","0","0","0","0","530","0","0","0","0","0","0","0","0","0","0","0","0","215","203","0","0","300","0","0","150","0","3","340","4","0","7","158","143","352","164","327","282","207","216","262","97","385","102","397","139","357","138","353","227","264","227","252","315","0","156","0","314","152","316","160"
"38","1123","19","15","11","2","897","0","0","0","0","0","0","0","0","0","612","0","0","0","0","0","0","0","0","0","0","0","0","236","256","0","0","325","0","0","205","0","7","347","2","2","8","228","201","367","232","336","320","239","261","284","138","403","130","435","203","365","184","390","277","282","281","254","345","0","191","0","348","183","368","178"
"38","1124","19","15","11","2","1082","0","0","0","0","0","0","0","0","0","810","0","0","0","0","0","0","0","0","0","0","0","0","306","317","0","0","448","0","0","220","0","15","513","15","3","12","224","267","492","267","477","438","299","333","372","164","551","196","551","233","518","242","511","350","396","342","374","457","0","235","0","503","197","497","213"
"38","1125","19","15","11","2","1197","0","0","0","0","0","0","0","0","0","835","0","0","0","0","0","0","0","0","0","0","0","0","323","343","0","0","505","0","0","196","0","13","563","13","4","17","203","182","592","196","581","390","382","394","359","133","637","254","520","236","538","165","612","292","486","315","440","512","0","216","0","544","184","551","195"
"38","1126","19","15","11","2","1049","0","0","0","0","0","0","0","0","0","805","0","0","0","0","0","0","0","0","0","0","0","0","254","393","0","0","526","0","0","149","0","10","600","8","2","10","161","213","544","249","502","440","311","399","333","139","596","263","479","174","594","179","570","328","412","292","447","534","0","173","0","563","132","579","139"
"38","1127","19","15","11","2","1106","0","0","0","0","0","0","0","0","0","847","0","0","0","0","0","0","0","0","0","0","0","0","296","381","0","0","537","0","0","181","0","8","591","16","0","14","191","235","563","265","523","446","337","381","380","156","612","240","542","224","558","199","595","365","415","325","444","536","0","212","0","569","173","578","176"
"38","1128","19","15","11","2","1025","0","0","0","0","0","0","0","0","0","785","0","0","0","0","0","0","0","0","0","0","0","0","243","391","0","0","521","0","0","147","0","6","601","6","5","8","139","209","522","192","533","426","306","401","299","154","552","237","487","135","596","176","557","305","419","273","430","531","0","158","0","551","137","558","140"
"38","1129","19","15","11","2","1080","0","0","0","0","0","0","0","0","0","808","0","0","0","0","0","0","0","0","0","0","0","0","285","373","0","0","521","0","0","164","0","8","558","20","7","6","194","231","510","228","508","443","296","375","343","163","558","228","502","192","551","201","541","345","393","296","419","522","0","192","0","545","156","553","161"
"38","1131","17","15","11","2","1116","0","0","0","0","0","0","0","0","0","776","0","0","0","0","0","0","0","0","0","0","0","0","527","0","148","0","492","0","0","165","0","8","522","16","4","12","194","199","521","191","531","371","351","365","342","134","575","238","483","184","535","175","540","290","418","266","433","509","0","172","0","511","168","511","182"
"38","1132","17","15","11","2","1144","0","0","0","0","0","0","0","0","0","861","0","0","0","0","0","0","0","0","0","0","0","0","593","0","157","0","564","0","0","177","0","14","610","8","2","11","185","247","554","244","556","461","331","373","397","154","630","213","589","239","562","211","592","367","425","328","453","565","0","192","0","599","159","599","167"
"38","1133","17","15","11","2","1218","0","0","0","0","0","0","0","0","0","890","0","0","0","0","0","0","0","0","0","0","0","0","580","0","184","0","565","0","0","196","0","12","616","21","1","7","220","213","592","239","567","471","328","413","355","166","620","275","519","212","598","181","629","314","486","286","495","578","0","209","0","599","189","597","197"
"38","1134","17","15","11","2","1217","0","0","0","0","0","0","0","0","0","917","0","0","0","0","0","0","0","0","0","0","0","0","655","0","148","0","639","0","0","160","0","7","695","11","5","12","172","224","633","223","640","458","387","466","353","181","649","337","515","185","673","209","644","368","487","316","523","631","0","181","0","656","165","661","164"
"38","1135","17","15","11","2","1009","0","0","0","0","0","0","0","0","0","751","0","0","0","0","0","0","0","0","0","0","0","0","477","0","168","0","459","0","0","180","0","8","529","13","2","6","181","258","437","232","457","401","280","357","303","165","500","212","473","173","524","219","476","357","323","286","371","452","0","201","0","495","176","500","172"
"38","1136","17","15","11","2","1074","0","0","0","0","0","0","0","0","0","702","0","0","0","0","0","0","0","0","0","0","0","0","450","0","160","0","446","0","0","156","0","11","479","10","3","13","166","184","478","170","485","313","343","350","288","128","525","215","448","171","493","162","494","256","396","248","391","452","0","174","0","456","156","463","158"
"38","1137","17","15","11","2","1075","0","0","0","0","0","0","0","0","0","707","0","0","0","0","0","0","0","0","0","0","0","0","458","0","141","0","438","0","0","156","0","6","507","11","3","11","154","197","468","187","465","347","300","304","322","106","537","218","443","177","480","174","484","267","386","255","391","433","0","177","0","470","143","474","140"
"38","1138","17","15","11","2","997","0","0","0","0","0","0","0","0","0","698","0","0","0","0","0","0","0","0","0","0","0","0","417","0","173","0","395","0","0","183","0","10","444","10","3","8","211","194","459","194","452","342","311","326","299","113","522","194","461","186","458","156","491","286","366","268","355","403","0","198","0","426","169","426","182"
"38","1139","17","15","11","2","975","0","0","0","0","0","0","0","0","0","701","0","0","0","0","0","0","0","0","0","0","0","0","479","0","138","0","436","0","0","170","0","15","471","20","2","6","174","214","442","186","465","368","279","343","274","137","505","199","460","189","464","162","492","302","348","278","365","446","0","171","0","460","153","471","150"
"38","1141","17","15","11","2","1131","0","0","0","0","0","0","0","0","0","802","0","0","0","0","0","0","0","0","0","0","0","0","523","0","160","0","499","0","0","177","0","7","528","15","3","12","221","224","526","210","535","390","344","369","352","143","586","226","517","208","541","192","562","317","431","325","408","520","0","190","0","528","170","534","179"
"38","1142","17","15","11","2","1111","0","0","0","0","0","0","0","0","0","753","0","0","0","0","0","0","0","0","0","0","0","0","455","0","165","0","420","0","0","189","0","13","477","12","1","15","220","220","472","216","476","374","303","328","334","135","516","202","481","194","484","181","505","289","381","290","369","449","0","199","0","472","177","482","174"
"38","1143","17","15","11","2","1168","0","0","0","0","0","0","0","0","0","820","0","0","0","0","0","0","0","0","0","0","0","0","514","0","204","0","497","0","0","211","0","10","539","10","4","5","232","261","512","266","497","439","308","339","393","129","608","206","560","274","490","224","543","376","371","352","385","479","0","252","0","534","203","528","218"
"38","1144","17","15","11","2","1147","0","0","0","0","0","0","0","0","0","772","0","0","0","0","0","0","0","0","0","0","0","0","465","0","180","0","427","0","0","203","0","17","468","11","1","12","237","223","478","227","478","394","299","288","373","143","546","170","536","245","451","212","494","334","370","327","348","442","0","227","0","452","206","470","201"
"38","1145","17","15","11","2","1086","0","0","0","0","0","0","0","0","0","734","0","0","0","0","0","0","0","0","0","0","0","0","439","0","192","0","417","0","0","211","0","7","474","8","1","10","219","238","452","228","463","389","293","297","367","125","539","163","514","247","438","199","485","311","367","331","329","433","0","220","0","440","200","455","213"
"38","1146","17","15","11","2","1188","0","0","0","0","0","0","0","0","0","843","0","0","0","0","0","0","0","0","0","0","0","0","506","0","217","0","485","0","0","250","0","14","512","11","3","7","274","258","518","289","478","444","318","338","396","171","571","163","620","268","491","250","520","396","361","366","374","457","0","284","0","510","239","523","229"
"38","1147","17","15","11","2","1197","0","0","0","0","0","0","0","0","0","862","0","0","0","0","0","0","0","0","0","0","0","0","549","0","176","0","522","0","0","204","0","14","560","9","5","13","241","252","484","269","464","421","297","373","337","164","543","188","552","222","522","213","524","369","355","330","389","536","0","204","0","536","196","542","201"
"38","1148","17","15","11","2","1159","0","0","0","0","0","0","0","0","0","873","0","0","0","0","0","0","0","0","0","0","0","0","522","0","191","0","498","0","0","209","0","15","574","9","10","12","231","304","483","302","498","482","305","345","419","179","589","202","589","232","567","266","526","406","380","371","394","499","0","230","0","519","208","524","205"
"38","1149","17","15","11","2","1222","0","0","0","0","0","0","0","0","0","831","0","0","0","0","0","0","0","0","0","0","0","0","527","0","186","0","519","0","0","203","0","11","572","4","3","4","213","246","528","253","521","424","343","347","394","149","608","208","558","245","532","215","556","336","428","322","434","524","0","226","0","539","206","553","205"
"38","7001","17","11","11","2","923","0","0","0","0","0","0","0","0","0","779","0","0","0","0","0","0","0","0","0","0","0","0","643","0","80","0","639","0","0","92","0","4","686","13","0","8","58","136","592","195","531","440","289","391","309","145","570","295","431","51","695","110","624","231","493","173","554","623","0","92","0","659","75","668","71"
"38","7002","17","11","11","2","869","0","0","0","0","0","0","0","0","0","773","0","0","0","0","0","0","0","0","0","0","0","0","639","0","62","0","628","0","0","85","0","8","682","17","7","8","41","108","607","173","545","392","312","378","295","137","553","295","419","48","695","82","646","210","497","159","553","619","0","84","0","652","61","656","65"
"38","7003","17","11","11","2","894","0","0","0","0","0","0","0","0","0","766","0","0","0","0","0","0","0","0","0","0","0","0","635","0","67","0","628","0","0","88","0","6","674","14","4","3","53","145","589","165","567","437","279","412","278","164","545","315","403","45","699","104","630","255","476","167","551","621","0","88","0","653","66","662","64"
"38","7004","17","11","11","2","854","0","0","0","0","0","0","0","0","0","777","0","0","0","0","0","0","0","0","0","0","0","0","622","0","72","0","654","0","0","81","0","6","693","5","7","4","38","145","572","195","524","469","233","407","268","181","513","303","399","41","690","105","621","249","455","177","527","612","0","87","0","660","62","671","59"
"38","7005","17","11","11","2","879","0","0","0","0","0","0","0","0","0","769","0","0","0","0","0","0","0","0","0","0","0","0","619","0","64","0","629","0","0","89","0","13","675","13","2","7","49","137","585","166","565","443","270","412","285","162","541","308","400","42","698","100","628","219","489","176","542","608","0","94","0","651","69","654","68"
"38","7006","17","11","11","2","1155","0","0","0","0","0","0","0","0","0","1015","0","0","0","0","0","0","0","0","0","0","0","0","839","0","87","0","827","0","0","125","0","6","903","16","8","3","68","139","813","216","729","511","423","465","444","177","746","363","569","59","911","107","852","259","679","194","738","822","0","117","0","869","84","880","82"
"38","7007","17","11","11","2","637","0","0","0","0","0","0","0","0","0","559","0","0","0","0","0","0","0","0","0","0","0","0","459","0","56","0","468","0","0","63","0","1","493","10","2","2","44","103","431","144","380","347","177","287","218","126","393","211","308","36","504","75","461","171","349","133","384","451","0","70","0","469","56","478","55"
"38","7008","17","11","11","2","777","0","0","0","0","0","0","0","0","0","667","0","0","0","0","0","0","0","0","0","0","0","0","558","0","65","0","542","0","0","82","0","3","577","6","3","5","59","92","531","169","452","370","252","338","262","119","489","254","361","40","598","78","547","186","429","142","479","532","0","83","0","564","61","562","64"
"38","7009","17","11","11","2","1003","0","0","0","0","0","0","0","0","0","871","0","0","0","0","0","0","0","0","0","0","0","0","711","0","86","0","707","0","0","104","0","1","780","9","1","4","61","139","665","200","606","464","327","396","369","148","628","304","480","45","777","102","708","241","556","200","596","715","0","97","0","745","80","743","85"
"38","7011","17","11","11","2","602","0","0","0","0","0","0","0","0","0","470","0","0","0","0","0","0","0","0","0","0","0","0","331","0","66","0","322","0","0","76","0","4","355","15","4","7","67","87","349","95","347","194","247","267","162","64","371","216","220","63","378","67","373","117","321","125","314","309","0","82","0","340","65","339","69"
"38","7012","17","11","11","2","828","0","0","0","0","0","0","0","0","0","704","0","0","0","0","0","0","0","0","0","0","0","0","596","0","47","0","590","0","0","68","0","5","626","12","5","1","41","114","559","145","523","402","247","363","260","153","493","298","354","40","645","85","593","189","475","155","504","575","0","64","0","586","58","600","55"
"38","7013","17","11","11","2","859","0","0","0","0","0","0","0","0","0","611","0","0","0","0","0","0","0","0","0","0","0","0","499","0","47","0","513","0","0","53","0","2","536","9","0","7","45","87","495","101","484","289","294","349","216","91","476","281","287","46","545","77","503","163","412","141","441","504","0","54","0","512","44","514","46"
"38","7014","17","11","11","2","680","0","0","0","0","0","0","0","0","0","495","0","0","0","0","0","0","0","0","0","0","0","0","409","0","49","0","406","0","0","60","0","4","430","7","4","3","40","84","383","105","360","257","207","209","234","92","361","200","261","34","436","67","400","137","323","116","338","401","0","61","0","401","60","407","54"
"38","7015","17","11","11","2","631","0","0","0","0","0","0","0","0","0","554","0","0","0","0","0","0","0","0","0","0","0","0","450","0","53","0","443","0","0","66","0","6","478","5","5","8","37","85","431","131","389","283","228","254","234","71","431","207","306","32","496","51","462","150","359","114","388","431","0","64","0","455","52","456","51"
"38","7016","17","11","11","2","693","0","0","0","0","0","0","0","0","0","525","0","0","0","0","0","0","0","0","0","0","0","0","388","0","70","0","372","0","0","91","0","12","409","13","6","5","70","110","376","129","362","252","234","278","198","77","402","215","273","80","416","91","399","152","338","146","339","369","0","101","0","387","74","397","73"
"38","7017","17","11","11","2","865","0","0","0","0","0","0","0","0","0","497","0","0","0","0","0","0","0","0","0","0","0","0","298","0","121","0","279","0","0","164","0","10","297","4","1","10","164","140","324","159","309","284","172","200","247","108","337","118","346","169","296","121","344","212","247","202","256","271","0","157","0","269","140","283","142"
"38","7018","17","11","11","2","718","0","0","0","0","0","0","0","0","0","426","0","0","0","0","0","0","0","0","0","0","0","0","278","0","81","0","288","0","0","94","0","4","303","6","2","9","82","96","293","102","298","192","194","156","218","62","312","145","243","121","275","101","291","135","250","129","256","269","0","101","0","276","89","279","92"
"38","7019","17","11","11","2","1061","0","0","0","0","0","0","0","0","0","666","0","0","0","0","0","0","0","0","0","0","0","0","498","0","70","0","515","0","0","89","0","6","531","12","1","5","103","129","484","111","512","365","248","237","354","80","521","236","364","150","463","119","503","185","428","205","403","483","0","92","0","498","83","498","88"
"38","7021","17","11","11","2","1130","0","0","0","0","0","0","0","0","0","720","0","0","0","0","0","0","0","0","0","0","0","0","433","0","162","0","452","0","0","175","0","12","459","3","1","6","223","216","437","240","410","369","272","274","356","132","512","165","491","224","427","193","459","293","356","295","339","421","0","185","0","434","169","443","182"
"38","7022","17","11","11","2","787","0","0","0","0","0","0","0","0","0","538","0","0","0","0","0","0","0","0","0","0","0","0","376","0","95","0","383","0","0","110","0","6","409","9","3","3","102","136","366","144","356","319","177","228","257","104","377","174","320","129","377","115","386","209","281","201","291","367","0","109","0","377","96","381","98"
"38","7023","17","11","11","2","712","0","0","0","0","0","0","0","0","0","459","0","0","0","0","0","0","0","0","0","0","0","0","343","0","67","0","351","0","0","81","0","3","368","7","1","6","64","71","352","64","363","174","247","166","250","57","360","156","270","80","344","63","366","92","329","130","296","345","0","76","0","339","65","356","63"
"38","7024","17","11","11","2","758","0","0","0","0","0","0","0","0","0","499","0","0","0","0","0","0","0","0","0","0","0","0","357","0","74","0","368","0","0","91","0","5","389","7","3","3","85","112","345","105","358","245","211","193","247","54","382","179","271","128","328","86","374","144","317","151","301","356","0","91","0","354","78","356","84"
"38","7025","17","11","11","2","956","0","0","0","0","0","0","0","0","0","537","0","0","0","0","0","0","0","0","0","0","0","0","400","0","55","0","419","0","0","69","0","3","445","4","1","3","70","87","412","88","419","254","242","181","305","60","432","212","285","135","359","102","397","113","388","153","337","378","0","87","0","379","80","390","81"
"38","7026","17","11","11","2","722","0","0","0","0","0","0","0","0","0","268","0","0","0","0","0","0","0","0","0","0","0","0","190","0","36","0","193","0","0","43","0","2","209","2","0","6","46","44","202","38","208","116","132","73","167","28","221","117","129","64","179","39","208","44","205","71","169","189","0","39","0","177","50","179","55"
"38","7027","17","11","11","2","1016","0","0","0","0","0","0","0","0","0","492","0","0","0","0","0","0","0","0","0","0","0","0","349","0","66","0","363","0","0","75","0","8","392","4","2","4","71","71","384","65","394","226","228","178","267","44","402","206","240","118","333","68","389","98","354","149","298","340","0","87","0","342","77","347","83"
"38","7028","17","11","11","2","1071","0","0","0","0","0","0","0","0","0","677","0","0","0","0","0","0","0","0","0","0","0","0","366","0","206","0","325","0","0","285","0","9","373","8","5","10","254","283","358","277","359","416","221","236","365","156","456","112","530","260","370","274","364","381","256","353","259","332","0","241","0","372","203","375","216"
"38","7029","17","11","11","2","870","0","0","0","0","0","0","0","0","0","565","0","0","0","0","0","0","0","0","0","0","0","0","379","0","107","0","379","0","0","146","0","9","395","12","2","3","132","155","367","135","396","297","230","219","297","105","426","164","359","153","380","138","392","207","312","187","328","380","0","125","0","376","115","372","118"
"38","7031","17","11","11","2","873","0","0","0","0","0","0","0","0","0","513","0","0","0","0","0","0","0","0","0","0","0","0","378","0","66","0","387","0","0","65","0","0","418","8","1","4","72","115","371","100","382","243","242","239","223","50","426","203","280","112","372","88","395","160","325","141","327","357","0","87","0","376","68","382","72"
"38","7032","17","11","11","2","648","0","0","0","0","0","0","0","0","0","404","0","0","0","0","0","0","0","0","0","0","0","0","286","0","56","0","301","0","0","53","0","1","307","12","1","2","66","83","291","70","301","175","189","167","184","45","318","137","234","94","272","70","300","106","261","105","261","282","0","61","0","269","67","281","71"
"38","7033","17","11","11","2","674","0","0","0","0","0","0","0","0","0","358","0","0","0","0","0","0","0","0","0","0","0","0","247","0","53","0","267","0","0","56","0","9","279","4","0","2","53","53","274","59","272","170","157","165","151","48","277","146","183","75","251","46","284","84","241","111","210","250","0","62","0","244","60","245","61"
"38","7034","17","11","11","2","665","0","0","0","0","0","0","0","0","0","362","0","0","0","0","0","0","0","0","0","0","0","0","240","0","52","0","264","0","0","59","0","5","277","5","2","5","64","71","263","66","265","180","158","130","199","37","296","119","214","100","231","69","264","90","244","115","213","242","0","59","0","237","57","240","65"
"38","7035","17","11","11","2","1125","0","0","0","0","0","0","0","0","0","711","0","0","0","0","0","0","0","0","0","0","0","0","492","0","118","0","514","0","0","133","0","11","536","15","6","4","127","145","512","156","507","336","320","261","379","112","551","243","414","171","494","145","509","239","422","261","386","468","0","164","0","489","129","490","131"
"38","7036","17","11","11","2","998","0","0","0","0","0","0","0","0","0","625","0","0","0","0","0","0","0","0","0","0","0","0","368","0","184","0","339","0","0","227","0","20","343","5","3","10","224","221","358","221","352","349","213","212","337","122","435","113","466","213","362","209","365","299","266","284","268","359","0","194","0","357","181","365","196"
"38","7037","17","11","11","2","1058","0","0","0","0","0","0","0","0","0","684","0","0","0","0","0","0","0","0","0","0","0","0","406","0","174","0","394","0","0","199","0","7","419","8","1","3","231","184","443","200","423","360","260","254","336","121","478","172","443","225","396","190","431","264","354","272","331","390","0","194","0","390","177","388","190"
"38","7038","17","11","11","2","760","0","0","0","0","0","0","0","0","0","417","0","0","0","0","0","0","0","0","0","0","0","0","280","0","84","0","282","0","0","108","0","8","267","11","1","2","117","92","293","106","279","220","163","143","226","68","316","112","270","134","242","116","272","152","229","156","217","267","0","105","0","257","103","271","104"
"38","7039","17","15","11","2","1091","0","0","0","0","0","0","0","0","0","680","0","0","0","0","0","0","0","0","0","0","0","0","364","0","205","0","314","0","0","235","0","20","366","2","3","6","263","214","401","205","401","380","232","246","348","132","459","127","496","219","395","206","393","305","305","311","279","348","0","229","0","348","227","360","218"
"38","7041","17","15","11","2","1025","0","0","0","0","0","0","0","0","0","448","0","0","0","0","0","0","0","0","0","0","0","0","294","0","92","0","276","0","0","105","0","6","318","0","2","4","106","78","330","99","313","203","199","140","253","47","358","147","261","134","276","73","335","124","286","161","234","287","0","106","0","293","88","296","97"
"38","7042","17","15","11","2","808","0","0","0","0","0","0","0","0","0","478","0","0","0","0","0","0","0","0","0","0","0","0","273","0","128","0","261","0","0","135","0","2","278","8","2","2","174","159","289","150","297","242","199","183","249","99","322","97","331","161","285","146","300","217","222","212","223","262","0","145","0","260","136","273","135"
"38","7043","17","15","11","2","987","0","0","0","0","0","0","0","0","0","570","0","0","0","0","0","0","0","0","0","0","0","0","339","0","125","0","313","0","0","135","0","12","360","6","5","6","162","147","369","168","351","275","230","184","309","103","392","126","395","187","329","145","361","217","301","233","272","342","0","144","0","321","145","332","148"
"38","7044","17","15","11","2","792","0","0","0","0","0","0","0","0","0","537","0","0","0","0","0","0","0","0","0","0","0","0","325","0","118","0","292","0","0","132","0","0","349","6","2","1","166","180","314","184","309","296","190","191","266","125","351","122","368","171","327","163","328","242","249","221","252","309","0","140","0","320","131","324","133"
"38","7045","17","15","11","2","970","0","0","0","0","0","0","0","0","0","655","0","0","0","0","0","0","0","0","0","0","0","0","378","0","162","0","331","0","0","199","0","20","385","11","2","4","214","231","363","221","375","347","227","258","294","130","438","142","444","234","358","221","371","294","295","297","274","334","0","210","0","346","191","351","198"
"38","7046","17","15","11","2","1031","0","0","0","0","0","0","0","0","0","643","0","0","0","0","0","0","0","0","0","0","0","0","376","0","146","0","334","0","0","180","0","3","395","10","5","2","204","202","365","211","364","357","208","226","312","126","419","116","454","220","346","187","387","274","293","282","269","365","0","191","0","350","183","361","184"
"38","7047","17","15","11","2","966","0","0","0","0","0","0","0","0","0","595","0","0","0","0","0","0","0","0","0","0","0","0","379","0","132","0","356","0","0","147","0","8","403","6","1","4","162","165","385","194","360","288","257","210","322","103","435","156","385","150","400","152","401","240","308","244","300","380","0","140","0","387","142","397","133"
"38","7048","17","15","11","2","1104","0","0","0","0","0","0","0","0","0","706","0","0","0","0","0","0","0","0","0","0","0","0","439","0","178","0","415","0","0","189","0","10","463","7","2","7","198","236","432","221","451","414","252","294","360","150","500","167","486","205","466","203","465","316","343","313","335","438","0","183","0","449","175","449","184"
"38","7049","17","15","11","2","961","0","0","0","0","0","0","0","0","0","594","0","0","0","0","0","0","0","0","0","0","0","0","374","0","124","0","320","0","0","177","0","10","347","10","6","11","183","210","332","204","326","330","201","224","291","122","394","106","443","196","335","173","358","282","252","269","240","360","0","149","0","338","161","351","162"
"38","7051","17","11","11","2","665","0","0","0","0","0","0","0","0","0","364","0","0","0","0","0","0","0","0","0","0","0","0","233","0","81","0","227","0","0","97","0","8","240","5","2","4","94","110","229","106","238","187","154","157","176","53","287","111","232","105","231","96","243","136","197","132","201","230","0","90","0","220","86","228","93"
